,Year,Product line,Product type,Product,order method type,Retailer country,Revenue,Planned revenue,Product cost,Unit cost,Unit price,Gross profit,Unit sale price
15525,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,China,,,,,,,
15526,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Singapore,,,,,,,
15527,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Australia,,,,,,,
15528,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Netherlands,2514,2514,1185.77,2.83,6,1328.23,419
15529,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Sweden,,,,,,,
15530,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Finland,,,,,,,
15531,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Denmark,,,,,,,
15532,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,France,2268,2268,1069.74,2.83,6,1198.26,378
15533,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Germany,,,,,,,
15534,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,United Kingdom,,,,,,,
15535,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Belgium,,,,,,,
15536,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Switzerland,,,,,,,
15537,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Austria,,,,,,,
15538,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Italy,,,,,,,
15539,2004,Outdoor Protection,First Aid,Calamine Relief ,Mail,Spain,3138,3138,1480.09,2.83,6,1657.91,523
15540,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,United States,1830,1830,863.15,2.83,6.0,305,6.0
15541,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Canada,10524,10524,4963.82,2.83,6,5560.18,1754
15542,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Mexico,,,,,,,
15543,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Brazil,,,,,,,
15544,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Japan,7644,7644,3605.42,2.83,6,4038.58,1274
15545,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Korea,2118.48,2184,1030.12,2.83,6,1088.36,364
15546,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,China,,,,,,,
15547,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Singapore,,,,,,,
15548,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Australia,,,,,,,
15549,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Netherlands,2658,2658,1253.69,2.83,6,1404.31,443
15550,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Sweden,3984,3984,1879.12,2.83,6,2104.88,664
15551,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Finland,,,,,,,
15552,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Denmark,,,,,,,
15553,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,France,,,,,,,
15554,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Germany,12402,12402,5849.61,2.83,6,6552.39,2067
15555,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,United Kingdom,,,,,,,
15556,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Belgium,,,,,,,
15557,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Switzerland,,,,,,,
15558,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Austria,,,,,,,
15559,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Italy,7068,7068,3333.74,2.83,6,3734.26,1178
15560,2004,Outdoor Protection,First Aid,Calamine Relief ,E-mail,Spain,,,,,,,
15561,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,United States,1134,1134,534.87,2.83,6.0,189,6.0
15562,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Canada,,,,,,,
15563,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Mexico,,,,,,,
15564,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Brazil,966,966,455.63,2.83,6,510.37,161
15565,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Japan,1302,1302,614.11,2.83,6,687.89,217
15566,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Korea,,,,,,,
15567,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,China,,,,,,,
15568,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Singapore,1662,1662,783.91,2.83,6,878.09,277
15569,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Australia,,,,,,,
15570,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Netherlands,1362,1362,642.41,2.83,6,719.59,227
15571,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Sweden,,,,,,,
15572,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Finland,2928,2928,1381.04,2.83,6,1546.96,488
15573,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Denmark,,,,,,,
15574,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,France,2694,2694,1270.67,2.83,6,1423.33,449
15575,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Germany,,,,,,,
15576,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,United Kingdom,,,,,,,
15577,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Belgium,432,432,203.76,2.83,6,228.24,72
15578,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Switzerland,,,,,,,
15579,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Austria,,,,,,,
15580,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Italy,,,,,,,
15581,2004,Outdoor Protection,First Aid,Calamine Relief ,Fax,Spain,1224,1224,577.32,2.83,6,646.68,204
15582,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,United States,41286.66,41662.18,15294.72,1.92,5.23,7966,5.18692308
15583,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Canada,,,,,,,
15584,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Mexico,2599.31,2599.31,954.24,1.92,5.23,1645.07,497
15585,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Brazil,2949.72,2949.72,1082.88,1.92,5.23,1866.84,564
15586,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Japan,18838.46,18838.46,6915.84,1.92,5.23,11922.62,3602
15587,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Korea,,,,,,,
15588,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,China,,,,,,,
15589,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Singapore,7457.97,7693.33,2824.32,1.92,5.23,4633.65,1471
15590,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Australia,,,,,,,
15591,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Netherlands,3964.34,3964.34,1455.36,1.92,5.23,2508.98,758
15592,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Sweden,,,,,,,
15593,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Finland,4612.86,4612.86,1693.44,1.92,5.23,2919.42,882
15594,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Denmark,6011.69,6040.65,2217.6,1.92,5.23,3794.09,1155
15595,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,France,9949.68,10083.44,3701.76,1.92,5.23,6247.92,1928
15596,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Germany,,,,,,,
15597,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,United Kingdom,12686.38,12771.66,4688.64,1.92,5.23,2442,5.198
15598,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Belgium,,,,,,,
15599,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Switzerland,,,,,,,
15600,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Austria,5983.12,5983.12,2196.48,1.92,5.23,3786.64,1144
15601,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Italy,1098.3,1098.3,403.2,1.92,5.23,695.1,210
15602,2004,Outdoor Protection,First Aid,Aloe Relief ,Telephone,Spain,2740.52,2740.52,1006.08,1.92,5.23,1734.44,524
15603,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,United States,17196.24,17196.24,6312.96,1.92,3288,10883.28,5.23
15604,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Canada,,,,,,,
15605,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Mexico,9654.58,9654.58,3544.32,1.92,5.23,1846,5.23
15606,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Brazil,,,,,,,
15607,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Japan,,,,,,,
15608,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Korea,12133.6,12133.6,4454.4,1.92,5.23,2320,5.23
15609,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,China,,,,,,,
15610,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Singapore,12117.91,12117.91,4448.64,1.92,5.23,2317,5.23
15611,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Australia,,,,,,,
15612,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Netherlands,,,,,,,
15613,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Sweden,,,,,,,
15614,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Finland,4863.9,4863.9,1785.6,1.92,5.23,930,5.23
15615,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Denmark,3341.97,3341.97,1226.88,1.92,5.23,639,5.23
15616,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,France,17761.08,17761.08,6520.32,1.92,5.23,3396,5.23
15617,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Germany,12729.82,12729.82,4673.28,1.92,5.23,2434,5.23
15618,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,United Kingdom,,,,,,,
15619,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Belgium,831.57,831.57,305.28,1.92,5.23,159,5.23
15620,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Switzerland,,,,,,,
15621,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Austria,,,,,,,
15622,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Italy,5188.16,5188.16,1904.64,1.92,5.23,992,5.23
15623,2004,Outdoor Protection,First Aid,Aloe Relief ,Sales visit,Spain,,,,,,,
15624,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,United States,15088.55,15088.55,5539.2,1.92,5.23,2885,5.23
15625,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Canada,11249.73,11249.73,4129.92,1.92,5.23,7119.81,2151
15626,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Mexico,2573.16,2573.16,944.64,1.92,5.23,1628.52,492
15627,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Brazil,8639.96,8639.96,3171.84,1.92,5.23,5468.12,1652
15628,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Japan,2363.96,2363.96,867.84,1.92,5.23,1496.12,452
15629,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Korea,5353.92,5522.88,2027.52,1.92,5.23,3326.4,1056
15630,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,China,31354.87,32033.75,11760,1.92,5.23,19594.87,6125
15631,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Singapore,,,,,,,
15632,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Australia,,,,,,,
15633,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Netherlands,6940.21,6940.21,2547.84,1.92,5.23,4392.37,1327
15634,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Sweden,,,,,,,
15635,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Finland,6176.63,6176.63,2267.52,1.92,5.23,3909.11,1181
15636,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Denmark,910.02,910.02,334.08,1.92,5.23,575.94,174
15637,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,France,2625.46,2625.46,963.84,1.92,5.23,1661.62,502
15638,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Germany,6757.16,6757.16,2480.64,1.92,5.23,4276.52,1292
15639,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,United Kingdom,17489.33,17567.57,6449.28,1.92,5.23,3359,5.20714286
15640,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Belgium,3347.2,3347.2,1228.8,1.92,5.23,2118.4,640
15641,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Switzerland,,,,,,,
15642,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Austria,4262.45,4262.45,1564.8,1.92,5.23,2697.65,815
15643,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Italy,2599.31,2599.31,954.24,1.92,5.23,1645.07,497
15644,2004,Outdoor Protection,First Aid,Aloe Relief ,Web,Spain,8514.44,8514.44,3125.76,1.92,5.23,5388.68,1628
15645,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,United States,,,,,,,
15646,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Canada,6380.6,6380.6,2342.4,1.92,5.23,4038.2,1220
15647,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Mexico,1150.6,1150.6,422.4,1.92,5.23,728.2,220
15648,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Brazil,,,,,,,
15649,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Japan,1344.11,1344.11,493.44,1.92,5.23,850.67,257
15650,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Korea,,,,,,,
15651,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,China,,,,,,,
15652,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Singapore,3849.28,3849.28,1413.12,1.92,5.23,2436.16,736
15653,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Australia,,,,,,,
15654,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Netherlands,,,,,,,
15655,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Sweden,,,,,,,
15656,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Finland,,,,,,,
15657,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Denmark,,,,,,,
15658,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,France,,,,,,,
15659,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Germany,,,,,,,
15660,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,United Kingdom,,,,,,,
15661,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Belgium,1459.17,1459.17,535.68,1.92,5.23,923.49,279
15662,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Switzerland,,,,,,,
15663,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Austria,,,,,,,
15664,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Italy,,,,,,,
15665,2004,Outdoor Protection,First Aid,Aloe Relief ,Special,Spain,,,,,,,
15666,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,United States,,,,,,,
15667,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Canada,,,,,,,
15668,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Mexico,,,,,,,
15669,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Brazil,,,,,,,
15670,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Japan,1595.15,1595.15,585.6,1.92,5.23,1009.55,305
15671,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Korea,2186.14,2186.14,802.56,1.92,5.23,1383.58,418
15672,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,China,,,,,,,
15673,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Singapore,,,,,,,
15674,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Australia,,,,,,,
15675,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Netherlands,5946.51,5946.51,2183.04,1.92,5.23,3763.47,1137
15676,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Sweden,,,,,,,
15677,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Finland,,,,,,,
15678,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Denmark,,,,,,,
15679,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,France,2227.98,2227.98,817.92,1.92,5.23,1410.06,426
15680,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Germany,,,,,,,
15681,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,United Kingdom,,,,,,,
15682,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Belgium,,,,,,,
15683,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Switzerland,,,,,,,
15684,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Austria,,,,,,,
15685,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Italy,,,,,,,
15686,2004,Outdoor Protection,First Aid,Aloe Relief ,Mail,Spain,,,,,,,
15687,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,United States,1950.79,1950.79,716.16,1.92,5.23,373,5.23
15688,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Canada,10792.32,10878.4,3993.6,1.92,5.23,6798.72,2080
15689,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Mexico,,,,,,,
15690,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Brazil,,,,,,,
15691,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Japan,8378.46,8378.46,3075.84,1.92,5.23,5302.62,1602
15692,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Korea,3971.59,4042.79,1484.16,1.92,5.23,2487.43,773
15693,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,China,,,,,,,
15694,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Singapore,,,,,,,
15695,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Australia,,,,,,,
15696,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Netherlands,,,,,,,
15697,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Sweden,2651.61,2651.61,973.44,1.92,5.23,1678.17,507
15698,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Finland,,,,,,,
15699,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Denmark,,,,,,,
15700,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,France,,,,,,,
15701,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Germany,10608.95,10695.35,3926.4,1.92,5.23,6682.55,2045
15702,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,United Kingdom,,,,,,,
15703,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Belgium,,,,,,,
15704,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Switzerland,,,,,,,
15705,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Austria,,,,,,,
15706,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Italy,5297.99,5297.99,1944.96,1.92,5.23,3353.03,1013
15707,2004,Outdoor Protection,First Aid,Aloe Relief ,E-mail,Spain,,,,,,,
15708,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,United States,1307.5,1307.5,480,1.92,5.23,250,5.23
15709,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Canada,1072.15,1072.15,393.6,1.92,5.23,678.55,205
15710,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Mexico,,,,,,,
15711,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Brazil,,,,,,,
15712,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Japan,2635.92,2635.92,967.68,1.92,5.23,1668.24,504
15713,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Korea,,,,,,,
15714,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,China,,,,,,,
15715,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Singapore,,,,,,,
15716,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Australia,,,,,,,
15717,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Netherlands,,,,,,,
15718,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Sweden,,,,,,,
15719,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Finland,3148.46,3148.46,1155.84,1.92,5.23,1992.62,602
15720,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Denmark,,,,,,,
15721,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,France,,,,,,,
15722,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Germany,,,,,,,
15723,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,United Kingdom,,,,,,,
15724,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Belgium,,,,,,,
15725,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Switzerland,,,,,,,
15726,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Austria,,,,,,,
15727,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Italy,1093.07,1093.07,401.28,1.92,5.23,691.79,209
15728,2004,Outdoor Protection,First Aid,Aloe Relief ,Fax,Spain,3765.6,3765.6,1382.4,1.92,5.23,2383.2,720
15729,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,United States,47605.2,48708,22405.68,2.76,8118,25199.52,5.87368421
15730,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Canada,366,366,168.36,2.76,6.0,61,6.0
15731,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Mexico,,,,,,,
15732,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Brazil,,,,,,,
15733,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Japan,21910.14,22122,10176.12,2.76,6.0,3687,5.964
15734,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Korea,,,,,,,
15735,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,China,,,,,,,
15736,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Singapore,9550.08,9948,4576.08,2.76,6.0,1658,5.76
15737,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Australia,,,,,,,
15738,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Netherlands,4884,4884,2246.64,2.76,6.0,814,6.0
15739,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Sweden,,,,,,,
15740,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Finland,486,486,223.56,2.76,6.0,81,6.0
15741,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Denmark,4973.64,5028,2312.88,2.76,6.0,838,5.94
15742,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,France,23971.56,24582,11307.72,2.76,6.0,4097,5.87454545
15743,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Germany,,,,,,,
15744,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,United Kingdom,19803.18,20352,9361.92,2.76,3392,10441.26,5.84
15745,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Belgium,,,,,,,
15746,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Switzerland,,,,,,,
15747,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Austria,5406,5406,2486.76,2.76,6.0,901,6.0
15748,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Italy,,,,,,,
15749,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Telephone,Spain,2262,2262,1040.52,2.76,6.0,377,6.0
15750,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,United States,15246.06,15450,7107,2575.0,6.0,8139.06,5.96
15751,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Canada,,,,,,,
15752,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Mexico,19521.9,19620,9025.2,2.76,3270,10496.7,5.98
15753,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Brazil,,,,,,,
15754,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Japan,,,,,,,
15755,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Korea,13579.68,13728,6314.88,2.76,2288,7264.8,5.97
15756,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,China,,,,,,,
15757,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Singapore,21779.34,22236,10228.56,2.76,3706,11550.78,5.91
15758,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Australia,,,,,,,
15759,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Netherlands,,,,,,,
15760,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Sweden,,,,,,,
15761,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Finland,2610,2610,1200.6,2.76,435,1409.4,6.0
15762,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Denmark,,,,,,,
15763,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,France,11478,11478,5279.88,2.76,1913,6198.12,6.0
15764,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Germany,6378,6378,2933.88,2.76,1063,3444.12,6.0
15765,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,United Kingdom,,,,,,,
15766,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Belgium,816,816,375.36,2.76,136,440.64,6.0
15767,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Switzerland,,,,,,,
15768,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Austria,,,,,,,
15769,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Italy,5076,5076,2334.96,2.76,846,2741.04,6.0
15770,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Sales visit,Spain,,,,,,,
15771,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,United States,38877.06,39498,18169.08,2.76,6583,20707.98,5.92875
15772,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,Canada,14643.48,14736,6778.56,2.76,6.0,2456,5.97428571
15773,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,Mexico,3408,3408,1567.68,2.76,6.0,568,6.0
15774,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,Brazil,9816,9816,4515.36,2.76,6.0,1636,6.0
15775,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,Japan,18717.18,18816,8655.36,2.76,6.0,3136,5.98
15776,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,Korea,16596.9,17130,7879.8,2.76,6.0,2855,5.82
15777,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,China,44488.8,45780,21058.8,2.76,6.0,7630,5.86
15778,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,Singapore,,,,,,,
15779,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,Australia,,,,,,,
15780,2004,Outdoor Protection,First Aid,Insect Bite Relief ,Web,Netherlands,4080,4080,1876.8,2.76,6.0,680,6.0
