@relation customer_churn-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NumericToBinary-Rfirst-last

@attribute Churn_binarized {0,1}
@attribute Tenure_binarized {0,1}
@attribute PreferredLoginDevice {Computer,'Mobile Phone',Phone}
@attribute CityTier_binarized {0,1}
@attribute WarehouseToHome_binarized {0,1}
@attribute PreferredPaymentMode {'Debit Card','Credit Card','E wallet',CC,COD,UPI,'Cash on Delivery'}
@attribute Gender {Male,Female}
@attribute HourSpendOnApp_binarized {0,1}
@attribute NumberOfDeviceRegistered_binarized {0,1}
@attribute PreferedOrderCat {'Mobile Phone',Grocery,'Laptop & Accessory',Mobile,Fashion,Others}
@attribute SatisfactionScore_binarized {0,1}
@attribute MaritalStatus {Single,Married,Divorced}
@attribute NumberOfAddress_binarized {0,1}
@attribute Complain_binarized {0,1}
@attribute OrderAmountHikeFromlastYear_binarized {0,1}
@attribute CouponUsed_binarized {0,1}
@attribute OrderCount_binarized {0,1}
@attribute DaySinceLastOrder_binarized {0,1}
@attribute CashbackAmount numeric

@data
0,1,Phone,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,144
1,0,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Divorced,1,1,1,1,1,1,162
0,1,'Mobile Phone',1,1,UPI,Male,1,1,Fashion,1,Single,1,0,1,1,1,1,205
1,1,'Mobile Phone',1,1,'E wallet',Female,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,178
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,Others,1,Married,1,0,1,1,1,1,295
1,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,167
1,1,Computer,1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,170
1,0,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,0,111
0,1,Computer,1,1,'Debit Card',Male,1,1,Fashion,1,Divorced,1,1,1,0,1,1,205
1,1,Computer,1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Single,1,1,1,1,1,1,157
0,1,Computer,1,1,'Debit Card',Female,1,1,Others,1,Married,1,1,1,1,1,1,282
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,Others,1,Married,1,0,1,1,1,1,294
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,1,1,1,1,1,166
0,1,Phone,1,1,'E wallet',Male,1,1,'Mobile Phone',1,Married,1,0,1,0,1,1,139
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,Grocery,1,Married,1,0,1,1,1,1,299
0,1,Phone,1,1,'Debit Card',Male,1,1,Mobile,1,Single,1,0,1,0,1,0,129
0,1,Phone,1,1,'Credit Card',Female,1,1,'Mobile Phone',1,Single,1,1,1,1,1,1,148
0,1,Phone,1,1,UPI,Male,1,1,Mobile,1,Single,1,1,1,1,1,1,128
0,1,'Mobile Phone',1,1,'E wallet',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,159
1,1,Phone,1,1,CC,Female,1,1,Mobile,1,Single,1,0,1,1,1,1,120
0,1,Computer,1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,170
1,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,167
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,180
0,1,Computer,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,177
0,0,Phone,1,1,'Debit Card',Female,1,1,Mobile,1,Single,1,1,1,0,1,1,125
0,1,Phone,1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Single,1,1,1,0,1,1,144
0,1,'Mobile Phone',1,1,COD,Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,166
0,1,Computer,1,1,'Debit Card',Female,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,150
1,1,Computer,1,1,'Debit Card',Female,1,1,Mobile,1,Single,1,1,1,1,1,1,123
1,1,Computer,1,1,UPI,Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,172
0,1,Computer,1,1,'E wallet',Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,25
0,1,'Mobile Phone',1,1,COD,Male,1,1,Fashion,1,Married,1,1,1,1,1,1,171
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,Others,1,Married,1,0,1,1,1,1,286
0,1,Phone,1,1,UPI,Female,1,1,Mobile,1,Married,1,0,1,0,1,1,122
1,1,Phone,1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,136
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,167
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Laptop & Accessory',1,Divorced,1,0,1,1,1,1,168
0,1,Phone,1,1,'Debit Card',Female,1,1,Mobile,1,Divorced,1,0,1,0,1,1,129
0,0,Phone,1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Married,1,0,1,0,1,1,138
1,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,Fashion,1,Married,1,0,1,1,1,1,198
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Laptop & Accessory',1,Divorced,1,1,1,1,1,1,193
1,0,Phone,1,1,UPI,Male,1,1,Mobile,1,Married,1,1,1,1,1,0,123
1,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,192
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,154
0,1,'Mobile Phone',1,1,'Cash on Delivery',Female,1,1,Grocery,1,Married,1,1,1,1,1,1,269
0,1,Computer,1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Divorced,1,1,1,1,1,1,144
0,1,Phone,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,145
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,Grocery,1,Married,1,0,1,1,1,1,236
0,1,Computer,1,1,COD,Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,166
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,Grocery,1,Divorced,1,0,1,1,1,1,252
0,1,Phone,1,1,'Debit Card',Male,1,1,Mobile,1,Married,1,0,1,1,1,1,127
0,1,Phone,1,1,'Debit Card',Female,1,1,Mobile,1,Single,1,0,1,1,1,0,121
1,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Mobile Phone',1,Divorced,1,0,1,1,1,1,152
0,1,'Mobile Phone',1,1,'E wallet',Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,164
0,1,Phone,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,150
1,1,Phone,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Single,1,1,1,1,1,1,145
0,0,Phone,1,1,UPI,Male,1,1,'Mobile Phone',1,Single,1,0,1,0,1,1,136
0,1,Computer,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,1,1,0,1,1,157
0,0,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Divorced,1,0,1,0,1,1,162
1,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Fashion,1,Single,1,1,1,1,1,1,229
0,1,Computer,1,1,CC,Female,1,1,Mobile,1,Divorced,1,0,1,1,1,0,130
1,1,Phone,1,1,UPI,Male,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,146
0,1,'Mobile Phone',1,1,UPI,Male,1,1,Others,1,Single,1,0,1,1,1,1,321
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,159
0,1,Phone,1,1,CC,Male,1,1,'Laptop & Accessory',1,Divorced,1,1,1,1,1,1,127
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,Fashion,1,Single,1,0,1,1,1,1,184
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,161
1,0,Phone,1,1,COD,Male,1,1,Mobile,1,Single,1,0,1,1,1,0,126
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Fashion,1,Married,1,1,1,1,1,1,183
1,1,Computer,1,1,'E wallet',Male,1,1,'Mobile Phone',1,Single,1,1,1,1,1,0,119
0,1,'Mobile Phone',1,1,'E wallet',Female,1,1,'Laptop & Accessory',1,Single,1,1,1,0,1,1,193
0,1,'Mobile Phone',1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,188
0,1,Phone,1,1,'Credit Card',Female,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,147
1,0,Computer,1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Single,1,1,1,0,1,1,153
0,1,Phone,1,1,CC,Male,1,1,Mobile,1,Single,1,0,1,0,1,1,122
0,1,Computer,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,0,1,1,162
1,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,Fashion,1,Married,1,1,1,1,1,1,225
1,0,Computer,1,1,COD,Female,1,1,Mobile,1,Single,1,0,1,1,1,0,123
0,1,'Mobile Phone',1,1,UPI,Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,151
0,1,Computer,1,1,UPI,Male,1,1,Mobile,1,Married,1,0,1,1,1,1,126
1,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,153
1,1,'Mobile Phone',1,1,COD,Female,1,1,'Mobile Phone',1,Divorced,1,0,1,1,1,1,152
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,184
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Fashion,1,Married,1,0,1,1,1,1,203
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,152
1,1,'Mobile Phone',1,1,'Cash on Delivery',Male,1,1,Fashion,1,Single,1,1,1,1,1,1,221
1,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,192
1,1,Computer,1,1,'Debit Card',Female,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,152
1,0,Computer,1,1,COD,Female,1,1,Mobile,1,Single,1,0,1,1,1,0,123
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,153
0,1,'Mobile Phone',1,1,UPI,Male,1,1,Others,1,Married,1,0,1,1,1,1,316
1,1,Phone,1,1,COD,Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,149
0,0,Computer,1,1,CC,Male,1,1,Mobile,1,Married,1,1,1,0,1,0,129
0,1,Computer,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,159
1,1,Computer,1,1,COD,Male,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,148
0,1,Phone,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,146
0,1,Phone,1,1,'Debit Card',Female,1,1,Mobile,1,Single,1,0,1,1,1,1,134
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Single,1,1,1,0,1,1,165
0,1,'Mobile Phone',1,1,COD,Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,183
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,164
0,1,Computer,1,1,'Debit Card',Female,1,1,Others,1,Married,1,0,1,1,1,1,300
0,1,Computer,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,152
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Married,1,1,1,1,1,1,152
0,0,Computer,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,164
0,1,Phone,1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,146
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,193
0,1,'Mobile Phone',1,1,'E wallet',Male,1,1,Grocery,1,Single,1,0,1,1,1,1,233
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,181
1,0,Phone,1,1,UPI,Male,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,137
0,1,Computer,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,157
0,1,Computer,1,1,'Credit Card',Male,1,1,Grocery,1,Married,1,0,1,1,1,1,295
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Divorced,1,1,1,0,1,1,159
1,1,Phone,1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Single,1,1,1,1,1,1,148
0,1,Phone,1,1,'Debit Card',Male,1,1,Mobile,1,Single,1,0,1,0,1,0,130
1,1,Computer,1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Married,1,1,1,1,1,1,181
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Others,1,Divorced,1,0,1,1,1,1,283
0,1,'Mobile Phone',1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,177
0,1,Phone,1,1,'Debit Card',Male,1,1,Mobile,1,Married,1,0,1,1,1,1,124
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,167
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Single,1,1,1,1,1,1,166
0,1,Computer,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,152
1,1,Computer,1,1,COD,Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,156
0,1,Phone,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,0,1,1,141
1,1,Phone,1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,149
0,1,Computer,1,1,'Debit Card',Female,1,1,Fashion,1,Divorced,1,0,1,1,1,1,219
0,1,Computer,1,1,'Debit Card',Male,1,1,Mobile,1,Single,1,0,1,0,1,1,132
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Mobile Phone',1,Divorced,1,0,1,1,1,1,151
0,1,Phone,1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Divorced,1,1,1,0,1,1,123
1,0,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,0,1,0,167
0,1,Computer,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,1,1,1,1,1,165
1,0,Phone,1,1,'Debit Card',Male,1,1,Mobile,1,Single,1,0,1,0,1,0,135
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Married,1,1,1,1,1,1,177
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Mobile Phone',1,Divorced,1,1,1,1,1,1,158
1,0,'Mobile Phone',1,1,'Debit Card',Female,1,1,Fashion,1,Single,1,1,1,0,1,0,186
1,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Fashion,1,Single,1,1,1,0,1,0,154
0,1,Computer,1,1,'Credit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,179
0,1,Computer,1,1,'Debit Card',Female,1,1,Others,1,Married,1,1,1,1,1,1,307
0,1,Phone,1,1,'Debit Card',Male,1,1,Mobile,1,Single,1,0,1,0,1,1,122
1,1,Computer,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Single,1,1,1,1,1,1,164
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,1,1,1,1,1,177
1,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,151
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,Fashion,1,Divorced,1,1,1,0,1,1,219
0,1,Computer,1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Single,1,1,1,1,1,1,183
0,1,'Mobile Phone',1,1,'E wallet',Male,1,1,Others,1,Divorced,1,0,1,1,1,1,282
0,1,Computer,1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,179
0,1,Computer,1,1,'Debit Card',Female,1,1,Fashion,1,Married,1,0,1,1,1,1,230
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,178
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Divorced,1,0,1,1,1,1,162
0,1,Computer,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,171
0,1,'Mobile Phone',1,1,COD,Male,1,1,'Laptop & Accessory',1,Divorced,1,1,1,1,1,1,154
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Others,1,Married,1,0,1,1,1,1,322
0,1,Phone,1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,143
1,1,Computer,1,1,'E wallet',Female,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,149
0,1,Computer,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,1,1,1,1,1,140
1,0,Phone,1,1,UPI,Male,1,1,Mobile,1,Single,1,1,1,1,1,1,127
1,1,Phone,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Single,1,1,1,1,1,1,147
0,1,'Mobile Phone',1,1,UPI,Female,1,1,'Laptop & Accessory',1,Divorced,1,0,1,0,1,1,152
0,1,'Mobile Phone',1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,152
1,1,'Mobile Phone',1,1,'E wallet',Male,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,152
0,1,Phone,1,1,'Debit Card',Male,1,1,Mobile,1,Single,1,0,1,1,1,1,125
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Fashion,1,Married,1,0,1,1,1,1,175
0,1,Computer,1,1,'Credit Card',Male,1,1,Grocery,1,Married,1,0,1,1,1,1,270
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Fashion,1,Married,1,0,1,1,1,1,196
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,150
0,1,Computer,1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,140
0,1,Phone,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,135
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,Grocery,1,Divorced,1,0,1,1,1,1,277
1,1,Computer,1,1,CC,Female,1,1,Mobile,1,Married,1,1,1,1,1,1,127
0,1,Computer,1,1,'Credit Card',Male,1,1,Fashion,1,Married,1,1,1,1,1,1,207
0,1,Computer,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,181
0,1,Computer,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,0,1,1,141
1,0,Phone,1,1,'Credit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,0,1,1,142
0,1,'Mobile Phone',1,1,UPI,Male,1,1,'Laptop & Accessory',1,Single,1,0,1,0,1,0,168
0,1,'Mobile Phone',1,1,UPI,Male,1,1,'Laptop & Accessory',1,Divorced,1,0,1,0,1,0,164
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,160
0,1,Computer,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,156
0,1,Phone,1,1,'Debit Card',Female,1,1,Mobile,1,Married,1,0,1,0,1,1,130
0,1,'Mobile Phone',1,1,'E wallet',Male,1,1,Fashion,1,Married,1,1,1,1,1,1,187
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,Fashion,1,Married,1,1,1,1,1,1,174
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,Others,1,Single,1,0,1,1,1,1,321
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,155
0,1,Computer,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Divorced,1,0,1,1,1,1,182
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Grocery,1,Married,1,0,1,1,1,1,279
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Married,1,1,1,1,1,1,158
0,1,'Mobile Phone',1,1,'E wallet',Female,1,1,Grocery,1,Divorced,1,0,1,1,1,1,270
0,1,'Mobile Phone',1,1,COD,Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,170
1,1,Phone,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,139
0,1,Computer,1,1,COD,Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,156
0,1,Computer,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,172
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,Mobile,1,Single,1,0,1,0,1,1,120
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,1,1,1,1,1,186
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,151
0,1,Computer,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,150
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Single,1,1,1,0,1,1,161
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,Fashion,1,Married,1,0,1,1,1,1,232
1,1,Phone,1,1,COD,Male,1,1,'Mobile Phone',1,Single,1,1,1,1,1,1,148
1,1,Computer,1,1,COD,Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,154
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,185
0,1,'Mobile Phone',1,1,COD,Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,169
0,1,Phone,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,147
0,1,Phone,1,1,CC,Female,1,1,Mobile,1,Married,1,0,1,0,1,0,133
0,1,Phone,1,1,CC,Female,1,1,Mobile,1,Single,1,0,1,1,1,1,121
0,1,Computer,1,1,'Credit Card',Female,1,1,Grocery,1,Married,1,1,1,1,1,1,263
0,1,Computer,1,1,CC,Male,1,1,'Laptop & Accessory',1,Single,1,0,1,0,1,0,130
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,Others,1,Married,1,0,1,1,1,1,280
0,1,Computer,1,1,'E wallet',Female,1,1,Fashion,1,Married,1,1,1,1,1,1,204
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,152
0,1,'Mobile Phone',1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Divorced,1,0,1,1,1,1,181
0,1,'Mobile Phone',1,1,UPI,Female,1,1,'Mobile Phone',1,Single,1,0,1,1,1,1,155
1,1,'Mobile Phone',1,1,COD,Female,1,1,'Mobile Phone',1,Single,1,1,1,1,1,1,152
0,0,Phone,1,1,CC,Male,1,1,Mobile,1,Single,1,1,1,1,1,1,124
1,1,Computer,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,1,1,1,1,1,186
0,1,Phone,1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Single,1,1,1,1,1,1,149
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,Others,1,Married,1,0,1,1,1,1,321
0,1,Computer,1,1,'Debit Card',Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,153
0,1,Computer,1,1,'Credit Card',Female,1,1,Fashion,1,Married,1,0,1,0,1,1,220
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,180
1,1,Computer,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Married,1,0,1,0,1,0,143
0,1,'Mobile Phone',1,1,'Cash on Delivery',Female,1,1,Grocery,1,Single,1,0,1,0,1,1,231
0,1,'Mobile Phone',1,1,UPI,Male,1,1,Fashion,1,Single,1,0,1,1,1,1,227
1,1,Computer,1,1,UPI,Male,1,1,'Laptop & Accessory',1,Single,1,1,1,1,1,1,171
1,1,Computer,1,1,COD,Male,1,1,Mobile,1,Married,1,1,1,0,1,0,123
0,1,'Mobile Phone',1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,1,1,1,150
0,1,Phone,1,1,CC,Female,1,1,Mobile,1,Married,1,0,1,1,1,1,125
0,1,'Mobile Phone',1,1,'Cash on Delivery',Female,1,1,Grocery,1,Single,1,0,1,1,1,1,292
0,1,Computer,1,1,'Credit Card',Female,1,1,Fashion,1,Single,1,1,1,1,1,1,234
0,1,Computer,1,1,'Debit Card',Female,1,1,Fashion,1,Divorced,1,0,1,1,1,1,233
0,1,Computer,1,1,'Credit Card',Female,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,144
1,1,Computer,1,1,'Debit Card',Male,1,1,Mobile,1,Married,1,1,1,1,1,0,124
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Married,1,0,1,1,1,1,173
0,1,Computer,1,1,'Debit Card',Male,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,140
0,1,Phone,1,1,CC,Male,1,1,Mobile,1,Divorced,1,1,1,0,1,1,131
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,Fashion,1,Divorced,1,0,1,1,1,1,219
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,Others,1,Married,1,0,1,1,1,1,320
0,1,'Mobile Phone',1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Single,1,0,1,1,1,1,186
0,1,Computer,1,1,'Debit Card',Female,1,1,'Laptop & Accessory',1,Divorced,1,0,1,1,1,1,167
0,1,Phone,1,1,'E wallet',Male,1,1,'Laptop & Accessory',1,Divorced,1,1,1,0,1,1,141
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Divorced,1,0,1,1,1,1,153
0,1,Phone,1,1,'Credit Card',Male,1,1,'Laptop & Accessory',1,Married,1,0,1,0,1,1,140
0,1,'Mobile Phone',1,1,'Credit Card',Male,1,1,'Mobile Phone',1,Divorced,1,1,1,1,1,1,157
1,0,Phone,1,1,COD,Male,1,1,Mobile,1,Married,1,0,1,1,1,1,124
1,0,Phone,1,1,CC,Male,1,1,Mobile,1,Married,1,0,1,1,1,0,124
1,1,Computer,1,1,COD,Female,1,1,'Mobile Phone',1,Single,1,1,1,1,1,1,147
0,1,'Mobile Phone',1,1,'Credit Card',Female,1,1,Grocery,1,Married,1,1,1,1,1,1,271
